"num","treatment","temp","bug.id","tp.5","age.5","mass.5","tp.wander","mass.wander","age.wander","age.T8","instar.T8","mass.T8","age.T9","instar.T9","mass.T9","age.T10","instar.T10","mass.T10","age.T11","instar.T11","mass.T11","age.T12","instar.T12","mass.T12","age.T13","instar.T13","mass.T13","age.T14","instar.T14","mass.T14","age.T15","instar.T15","mass.T15","age.T16","instar.T16","mass.T16","age.T17","instar.T17","mass.T17","age.T18","instar.T18","mass.T18","age.T19","instar.T19","mass.T19","age.T20","instar.T20","mass.T20","age.T21","instar.T21","mass.T21","age.T22","instar.T22","mass.T22","age.T23","instar.T23","mass.T23","age.T24","instar.T24","mass.T24","age.T25","instar.T25","mass.T25","age.T26","instar.T26","mass.T26","age.T27","instar.T27","mass.T27","age.T28","instar.T28","mass.T28","age.T29","instar.T29","mass.T29","age.T30","instar.T30","mass.T30","age.T31","instar.T31","mass.T31","age.T32","instar.T32","mass.T32","age.T33","instar.T33","mass.T33","age.T34","instar.T34","mass.T34","age.T35","instar.T35","mass.T35","age.T36","instar.T36","mass.T36","mass.gain.T8","mass.gain.T9","mass.gain.T10","mass.gain.T11","mass.gain.T12","mass.gain.T13","mass.gain.T14","mass.gain.T15","mass.gain.T16","mass.gain.T17","mass.gain.T18","mass.gain.T19","mass.gain.T20","mass.gain.T21","mass.gain.T22","mass.gain.T23","mass.gain.T24","mass.gain.T25","mass.gain.T26","mass.gain.T27","mass.gain.T28","mass.gain.T29","mass.gain.T30","mass.gain.T31","mass.gain.T32","mass.gain.T33","mass.gain.T34","mass.gain.T35","mass.gain.T36","mass.gain.4","mass.gain.5","mass.gain.wan"
148,"control",20,"20_c_39","T22",384.1666667,1233.81,"T29",7442.37,553.9833333,96.06666667,3,173.26,101.1666667,3,187.07,118.4,3,177.36,124.1333333,3,176.63,144.75,3,174.94,166.25,4,228.76,191.8833333,"4",412.83,214.4833333,"4",409.64,238.25,"4",504.63,264.3333333,"4",726.53,290.65,"4",791.86,314.8166667,"4",1090.63,336.1833333,"4",1216.76,360.4666667,"4",1209.44,384.1666667,"5",1233.81,411.2,"5",1801.94,435.75,5,2198.51,460.2666667,5,3126.23,484.35,"5",4439.23,508.8833333,"5",6397.92,531.8666667,"5",7236.32,553.9833333,"w",7442.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.63,129.44,119.73,119,117.31,171.13,355.2,352.01,447,668.9,734.23,1033,1159.13,1151.81,1176.18,1744.31,2140.88,3068.6,4381.6,6340.29,7178.69,7384.74,NA,NA,NA,NA,NA,NA,NA,171.13,1176.18,7384.74
149,"control",20,"20_c_40","T22",384.25,1528.79,"T29",12073.61,553.9333333,96.08333333,3,175.24,101.3833333,3,179.67,118.4166667,3,230.21,124.0166667,3,225.48,144.7666667,3,224.53,166.1666667,3,222.95,191.8166667,"4",208.97,214.5166667,"4",312.66,238.1833333,"4",492.32,264.35,"4",747.62,290.5666667,"4",1109.47,314.85,"4",1552.68,336.1166667,"4",1574.84,360.4666667,"4",1567.11,384.25,"5",1528.79,411.4333333,"5",2376.54,436,5,3578.09,460.0333333,5,4905.21,484.3666667,"5",6618.02,508.8333333,"5",8745.51,531.8,"5",10398.7,553.9333333,"w",12073.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.42,127.85,178.39,173.66,172.71,171.13,157.15,260.84,440.5,695.8,1057.65,1500.86,1523.02,1515.29,1476.97,2324.72,3526.27,4853.39,6566.2,8693.69,10346.88,12021.79,NA,NA,NA,NA,NA,NA,NA,157.15,1476.97,12021.79
15,"control",30,"30_c_8","T11",127.0833333,1167.8,"T15",9856.01,217.3666667,97.68333333,4,1101.5,103.8333333,4,1252.73,121.4333333,4,1211.5,127.0833333,5,1167.8,145.55,5,2773.56,170.25,5,6549.79,193.2166667,"5",9574.34,217.3666667,"w",9856.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.62,1199.85,1158.62,1114.92,2720.68,6496.91,9521.46,9803.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.11,1114.92,9803.13
150,"control",30,"30_c_24","T11",122.3666667,1181.2,"T16",7451.75,241.9333333,92.45,4,1023.3,98.33333333,4,1181.52,116.4833333,4,1187.66,122.3666667,5,1181.2,141.4666667,5,1908.62,164.95,5,3500.24,191.65,"5",6214.42,217.45,"5",9029.32,241.9333333,"w",7451.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.43,1116.65,1122.79,1116.33,1843.75,3435.37,6149.55,8964.45,7386.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.85,1116.33,7386.88
151,"control",30,"30_c_25","T9",98.23333333,1149.51,"T14",8720.48,191.8,92.35,4,1191.16,98.23333333,5,1149.51,116.6333333,5,1214.8,122.2833333,5,1581.68,141.55,5,3329.65,164.8833333,5,7424.17,191.8,"w",8720.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112.47,1070.82,1136.11,1502.99,3250.96,7345.48,8641.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.92,1070.82,8641.79
152,"control",30,"30_c_26","T13",164.85,1298.17,"T17",6032.66,263.5833333,92.4,4,726.8,98.41666667,4,797.51,116.4666667,4,952.69,122.25,4,986.06,141.5333333,4,953.09,164.85,5,1298.17,191.7666667,"5",2451.03,217.55,"5",4894.12,241.8833333,"5",6931.04,263.5833333,"w",6032.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.18,684.89,840.07,873.44,840.47,1185.55,2338.41,4781.5,6818.42,5920.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.96,1185.55,5920.04
153,"control",30,"30_c_27","T9",98.35,1124.57,"T14",8673.18,191.8666667,92.46666667,4,1104.59,98.35,5,1124.57,116.5833333,5,2108.2,122.3666667,5,2663.75,141.65,5,4957.06,164.8,5,8847.54,191.8666667,"w",8673.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988.49,1008.47,1992.1,2547.65,4840.96,8731.44,8557.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.52,1008.47,8557.08
154,"control",25,"25_c_20","T16",240.6833333,2124.06,"T19",10758.63,310.15,91.91666667,3,212.68,97.88333333,3,203.86,116.0333333,4,192.65,121.8333333,4,227.51,141,4,468.65,164.4166667,4,919.37,190.6166667,"4",1509.21,217.0833333,"4",1459.48,240.6833333,"5",2124.06,262.4666667,"5",4276.93,286.3666667,"5",7599.82,310.15,"w",10758.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.61,167.79,156.58,191.44,432.58,883.3,1473.14,1423.41,2087.99,4240.86,7563.75,10722.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.58,2087.99,10722.56
155,"control",25,"25_c_21","T14",190.6666667,1801.87,"T18",12445.96,286.4666667,92.05,4,196.82,97.86666667,4,246.45,116.1,4,584.26,121.8166667,4,687.68,141.05,4,1343.84,164.4,4,1367.01,190.6666667,"5",1801.87,217.0666667,"5",4142.25,240.7666667,"5",7071.55,262.7333333,"5",9509.12,286.4666667,"w",12445.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.91,197.54,535.35,638.77,1294.93,1318.1,1752.96,4093.34,7022.64,9460.21,12397.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.91,1752.96,12397.05
156,"control",25,"25_c_22","T14",190.8333333,2374.81,"T18",12016.56,286.4666667,92.23333333,3,285.2,97.75,4,354.77,116.3,4,814.49,121.7,4,944.2,141.2,4,1669.69,164.3,4,1632.7,190.8333333,"5",2374.81,216.9166667,"5",4766.66,241.0166667,"5",8510.53,262.55,"5",11533.91,286.4666667,"w",12016.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.45,292.02,751.74,881.45,1606.94,1569.95,2312.06,4703.91,8447.78,11471.16,11953.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.02,2312.06,11953.81
157,"control",25,"25_c_23","T14",190.8166667,1887.89,"T18",11128.07,286.5833333,92.25,4,305.89,97.86666667,4,386.15,116.25,4,818.03,121.85,4,956.47,141.1666667,4,1495.55,164.45,4,1438.84,190.8166667,"5",1887.89,217.0833333,"5",3873.35,240.9666667,"5",6608.6,262.7333333,"5",9244.77,286.5833333,"w",11128.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.29,324.55,756.43,894.87,1433.95,1377.24,1826.29,3811.75,6547,9183.17,11066.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.22,1826.29,11066.47
158,"control",25,"25_c_24","T14",190.9,2420.67,"T18",11347.41,286.5666667,92.21666667,4,419.23,97.95,4,524.88,116.35,4,1009.52,121.85,4,1055.46,141.2666667,4,1536.09,164.45,4,1512.37,190.9,"5",2420.67,217.0833333,"5",5428.84,241.0833333,"5",8570.52,262.7333333,"5",11485.75,286.5666667,"w",11347.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.31,457.96,942.6,988.54,1469.17,1445.45,2353.75,5361.92,8503.6,11418.83,11280.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.69,2353.75,11280.49
159,"control",25,"25_c_25","T16",241,1411.62,"T21",9573.96,362.1666667,92.06666667,3,185.5,98.11666667,4,180.42,116.15,4,327.89,122.05,4,400.31,141.1333333,4,870.17,164.6333333,4,922.83,190.75,"4",1047.34,217.3166667,"4",1085.76,241,"5",1411.62,262.6,"5",2587.31,286.6,"5",4908.91,310.2166667,"5",8020.19,337.5833333,"5",10836.23,362.1666667,"w",9573.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.17,135.09,282.56,354.98,824.84,877.5,1002.01,1040.43,1366.29,2541.98,4863.58,7974.86,10790.9,9528.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.09,1366.29,9528.63
16,"control",30,"30_c_9","T11",127.15,1059.56,"T16",9034.14,241.1166667,97.85,4,1109.59,103.55,4,1077.12,121.4333333,4,1067.33,127.15,5,1059.56,145.65,5,1103.72,169.9,5,3273.84,193.25,"5",6765.86,217.1,"5",9081.5,241.1166667,"w",9034.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055.02,1022.55,1012.76,1004.99,1049.15,3219.27,6711.29,9026.93,8979.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.5,1004.99,8979.57
17,"control",30,"30_c_10","T11",127.0666667,1371.98,"T15",11300.82,217.3666667,97.75,4,1218.77,103.6666667,4,1313.76,121.45,4,1286.87,127.0666667,5,1371.98,145.4166667,5,3220.03,170.2833333,5,7405.04,193,"5",10465.46,217.3666667,"w",11300.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161.16,1256.15,1229.26,1314.37,3162.42,7347.43,10407.85,11243.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.88,1314.37,11243.21
18,"control",30,"30_c_11","T11",126.6,1239.9,"T15",9674.91,217.2666667,97.46666667,4,1287.22,103.4166667,4,1288.15,121.55,4,1269.1,126.6,5,1239.9,145.5666667,5,2297.23,170.0666667,5,5246.96,193.2333333,"5",8559.46,217.2666667,"w",9674.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.84,1229.77,1210.72,1181.52,2238.85,5188.58,8501.08,9616.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.38,1181.52,9616.53
19,"control",30,"30_c_12","T12",145.6166667,1443.95,"T16",9681.83,241.05,97.56666667,4,713.14,103.3,4,979.46,121.55,4,1621.42,126.7333333,4,1516.43,145.6166667,5,1443.95,169.4,5,3699.52,193.2333333,"5",6811.27,217.1166667,"5",9309.46,241.05,"w",9681.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680.32,946.64,1588.6,1483.61,1411.13,3666.7,6778.45,9276.64,9649.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.79,1411.13,9649.01
2,"control",30,"30_c_2","T9",101.7666667,1085.97,"T14",8957.22,191.8,96.13333333,4,1097.71,101.7666667,5,1085.97,119.9833333,5,2252.25,126.0833333,5,2641.48,143.55,5,5239.06,167.6666667,5,8561.53,191.8,"w",8957.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.03,982.29,2148.57,2537.8,5135.38,8457.85,8853.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.44,982.29,8853.54
20,"control",30,"30_c_13","T11",126.7333333,1393.54,"T15",10291.82,217.05,97.48333333,4,1310.53,103.3666667,4,1416.32,121.4666667,4,1386.63,126.7333333,5,1393.54,145.5166667,5,3190.84,169.4333333,5,7194.69,193.3,"5",10221.77,217.05,"w",10291.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.94,1349.73,1320.04,1326.95,3124.25,7128.1,10155.18,10225.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.45,1326.95,10225.23
21,"control",30,"30_c_14","T11",126.8333333,1276.33,"T14",7986.74,193.2833333,97.45,4,1069.43,103.6,4,1193.34,121.35,4,1169.66,126.8333333,5,1276.33,145.3333333,5,3152.96,169.55,5,7374.69,193.2833333,"w",7986.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.88,1152.79,1129.11,1235.78,3112.41,7334.14,7946.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.54,1235.78,7946.19
210,"control",20,"20_c_41","T22",388.2666667,1314.34,"T32",9811.79,625.5833333,100.5166667,3,133.19,106.6333333,3,147.07,124,3,169.83,134.8,3,165.93,147.6,3,166.77,170.7666667,3,163.42,195.6666667,"4",177.47,221.0833333,"4",269.5,244.8666667,"4",439.5,267.95,"4",583.56,291.9333333,"4",942.28,316.0666667,"4",1280.81,338.85,"4",1275.78,362.8166667,"4",1282.39,388.2666667,"5",1314.34,411.3,"5",1881.18,433.9833333,5,2878.92,458.4666667,5,4407.31,481.5666667,"5",5701.35,506.2,"5",7056.23,530.0166667,"5",8573.15,552.7166667,"5",10053.18,578.2166667,"5",11012.21,600.55,"5",10475.19,625.5833333,"w",9811.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.03,111.91,134.67,130.77,131.61,128.26,142.31,234.34,404.34,548.4,907.12,1245.65,1240.62,1247.23,1279.18,1846.02,2843.76,4372.15,5666.19,7021.07,8537.99,10018.02,10977.05,10440.03,9776.63,NA,NA,NA,NA,142.31,1279.18,9776.63
211,"control",20,"20_c_42","T20",338.95,1115.88,"T29",11023.84,552.7166667,100.25,3,187.41,106.5166667,3,186.9,123.8,3,185.23,134.9166667,4,174.41,147.9,4,226.44,170.8,4,379.68,195.9,"4",647.35,221,"4",781.13,244.6166667,"4",1185.69,268.1,"4",1174.52,291.7166667,"4",1167.71,315.9833333,"4",1158.47,338.95,"5",1115.88,362.75,"5",1604.3,388.2666667,"5",2667.8,411.2,"5",3797.28,434.5166667,5,5430.81,458.4833333,5,6765.25,481.65,"5",7902.38,505.95,"5",10366.46,529.9333333,"5",11709.3,552.7166667,"w",11023.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.23,154.72,153.05,142.23,194.26,347.5,615.17,748.95,1153.51,1142.34,1135.53,1126.29,1083.7,1572.12,2635.62,3765.1,5398.63,6733.07,7870.2,10334.28,11677.12,10991.66,NA,NA,NA,NA,NA,NA,NA,142.23,1083.7,10991.66
259,"control",30,"30_c_28","T10",120.7166667,1152.16,"T15",9324.14,218.6833333,97.48333333,4,1186.16,108.1666667,4,1204.94,120.7166667,5,1152.16,129.8166667,5,1609.32,144.7333333,5,2796.66,169.3666667,5,5849.52,194.9,"5",9601.38,218.6833333,"w",9324.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126.25,1145.03,1092.25,1549.41,2736.75,5789.61,9541.47,9264.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.09,1092.25,9264.23
260,"control",30,"30_c_29","T10",120.9333333,1048.38,"T15",8922.16,218.4666667,97.58333333,4,1067.9,120.0166667,4,1088.97,120.9333333,5,1048.38,129.2333333,5,1417.85,144.3666667,5,2862.52,169.1166667,5,5737.16,194.6333333,"5",9535.57,218.4666667,"w",8922.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024.91,1045.98,1005.39,1374.86,2819.53,5694.17,9492.58,8879.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.08,1005.39,8879.17
261,"control",30,"30_c_30","T10",120.9833333,1040.81,"T15",8434.3,218.5833333,97.45,4,1047.87,107.9333333,4,1090.9,120.9833333,5,1040.81,129.4166667,5,1371.13,144.5166667,5,2530.62,169.2333333,5,5088.85,194.9166667,"5",8966.62,218.5833333,"w",8434.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.77,1048.8,998.71,1329.03,2488.52,5046.75,8924.52,8392.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.11,998.71,8392.2
269,"control",30,"30_c_31","T11",129.0333333,1412.43,"T15",8445.99,218.25,97.45,4,1056.23,107.55,4,1149.72,120.7166667,4,1138.01,129.0333333,5,1412.43,144.2166667,5,2856.61,168.4166667,5,5487.48,194.1666667,"5",9390.52,218.25,"w",8445.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.47,1104.96,1093.25,1367.67,2811.85,5442.72,9345.76,8401.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.49,1367.67,8401.23
